time_s,force_dt001_N,u_dt001_m,v_dt001_mps,a_dt001_mps2,force_dt01_interp_N,u_dt01_interp_m,v_dt01_interp_mps,a_dt01_interp_mps2,du_dt01minusdt001_m,dv_dt01minusdt001_mps,da_dt01minusdt001_mps2
8.900000000000000133e-01,1.090000000000000182e+04,1.083180371409640623e-02,-7.538205076232330770e-02,2.811717648965934568e-01,1.090000000000000182e+04,1.128298849829911452e-02,-8.831684402215583818e-02,3.572208844255976290e-01,4.511847842027082861e-04,-1.293479325983253048e-02,7.604911952900417216e-02
9.000000000000000222e-01,1.000000000000000000e+04,1.009165814635979742e-02,-7.264706278499843961e-02,2.658258305683791622e-01,1.000000000000000000e+04,1.040768164772342200e-02,-8.851338376330249169e-02,4.514395990606637765e-01,3.160235013636245732e-04,-1.586632097830405208e-02,1.856137684922846143e-01
9.100000000000000311e-01,8.999999999999998181e+03,9.377301727161521314e-03,-7.022422105465678244e-02,2.187425154999533827e-01,8.999999999999998181e+03,9.655619480847451100e-03,-8.585195034816138493e-02,4.143803475513528900e-01,2.783177536859297863e-04,-1.562772929350460249e-02,1.956378320513995073e-01
9.200000000000000400e-01,7.999999999999998181e+03,8.684834204233302796e-03,-6.826928353098690727e-02,1.722449892340212063e-01,7.999999999999998181e+03,8.903557313971480203e-03,-8.319051693302029205e-02,3.773210960420420590e-01,2.187231097381774070e-04,-1.492123340203338477e-02,2.050761068080208527e-01
9.300000000000000488e-01,6.999999999999996362e+03,8.009644090955544971e-03,-6.676873912456467164e-02,1.278638920504266974e-01,6.999999999999996362e+03,8.151495147095509305e-03,-8.052908351787918528e-02,3.402618445327311725e-01,1.418510561399643349e-04,-1.376034439331451364e-02,2.123979524823044751e-01
9.400000000000000577e-01,5.999999999999995453e+03,7.347322963012954851e-03,-6.569548646395335922e-02,8.678664007183667373e-02,5.999999999999995453e+03,7.399432980219537541e-03,-7.786765010273809240e-02,3.032025930234203415e-01,5.211001720658268999e-05,-1.217216363878473318e-02,2.164159529515836677e-01
9.500000000000000666e-01,4.999999999999994543e+03,6.693784664364718986e-03,-6.501217326569380672e-02,4.987599958007282730e-02,4.999999999999994543e+03,6.647370813343566644e-03,-7.520621668759698564e-02,2.661433415141094549e-01,-4.641385102115234279e-05,-1.019404342190317891e-02,2.162673419340366276e-01
9.599999999999999645e-01,4.000000000000003638e+03,6.045352251799976200e-03,-6.467430924725474373e-02,1.769680410774054913e-02,4.000000000000003638e+03,5.895308646467603553e-03,-7.254478327245592051e-02,2.290840900047990125e-01,-1.500436053323726468e-04,-7.870474025201176782e-03,2.113872858970584634e-01
9.699999999999999734e-01,3.000000000000002728e+03,5.398815290563547566e-03,-6.463308300003098306e-02,-9.451554662988970179e-03,3.000000000000002728e+03,5.143246479591632656e-03,-6.988334985731481375e-02,1.920248384954881815e-01,-2.555688109719149101e-04,-5.250266857283830690e-03,2.014763931584771517e-01
9.799999999999999822e-01,2.000000000000001819e+03,4.751460696249729630e-03,-6.483783586273260402e-02,-3.149901787733599967e-02,2.000000000000001819e+03,4.391184312715661758e-03,-6.722191644217372086e-02,1.549655869861772950e-01,-3.602763835340678719e-04,-2.384080579441116843e-03,1.864646048635132947e-01
9.899999999999999911e-01,1.000000000000000000e+03,4.101080686263316143e-03,-6.523816613455009350e-02,-4.856703648616300661e-02,1.000000000000000000e+03,3.639122145839690861e-03,-6.456048302703261410e-02,1.179063354768664085e-01,-4.619585404236252815e-04,6.776831075174793995e-04,1.664733719630294151e-01
1.000000000000000000e+00,0.000000000000000000e+00,3.445961582403280973e-03,-6.578565463745693342e-02,-6.093066409520520033e-02,0.000000000000000000e+00,2.887059978963720398e-03,-6.189904961189152122e-02,8.084708396755557747e-02,-5.589016034395605757e-04,3.886605025565412208e-03,1.417777480627607778e-01
1.010000000000000009e+00,0.000000000000000000e+00,2.791130747342632831e-03,-6.518051237467269166e-02,1.819591166520548864e-01,0.000000000000000000e+00,2.486181887331390290e-03,-5.753680152215981392e-02,1.519226289686785580e-01,-3.049488600112425403e-04,7.643710852512877740e-03,-3.003648768337632835e-02
1.020000000000000018e+00,0.000000000000000000e+00,2.153269367718492130e-03,-6.239176355015545183e-02,3.757906482513935220e-01,0.000000000000000000e+00,2.085303795699060617e-03,-5.317455343242811355e-02,2.229981739698015386e-01,-6.796557201943151383e-05,9.217210117727338281e-03,-1.527924742815919834e-01
1.030000000000000027e+00,0.000000000000000000e+00,1.551805793428431748e-03,-5.790095130785660738e-02,5.223718002083745926e-01,0.000000000000000000e+00,1.684425704066730509e-03,-4.881230534269640625e-02,2.940737189709245469e-01,1.326199106382987616e-04,9.088645965160201123e-03,-2.282980812374500457e-01
1.040000000000000036e+00,0.000000000000000000e+00,1.001476896910783766e-03,-5.216482799567298545e-02,6.248528622283491263e-01,0.000000000000000000e+00,1.283547612434400402e-03,-4.445005725296470589e-02,3.651492639720474997e-01,2.820707155236166358e-04,7.714770742708279561e-03,-2.597035982563016265e-01
1.050000000000000044e+00,0.000000000000000000e+00,5.126344400405250532e-04,-4.560366337837874762e-02,6.873800612304978852e-01,0.000000000000000000e+00,8.826695208020702947e-04,-4.008780916323299859e-02,4.362248089731705081e-01,3.700350807615452415e-04,5.515854215145749029e-03,-2.511552522573273771e-01
1.060000000000000053e+00,0.000000000000000000e+00,9.165168159021858519e-05,-3.859288831168253275e-02,7.147749521087451985e-01,0.000000000000000000e+00,4.817914291697406211e-04,-3.572556107350129129e-02,5.073003539742935164e-01,3.901397475795220088e-04,2.867327238181241467e-03,-2.074745981344516821e-01
1.070000000000000062e+00,0.000000000000000000e+00,-2.586016677026010133e-04,-3.145778154688139150e-02,7.122464008514828304e-01,0.000000000000000000e+00,8.091333753741051377e-05,-3.136331298376958399e-02,5.783758989754164137e-01,3.395150052400115271e-04,9.446856311180751309e-05,-1.338705018760664167e-01
1.080000000000000071e+00,0.000000000000000000e+00,-5.382448343145327220e-04,-2.447085177550495025e-02,6.851395534238051699e-01,0.000000000000000000e+00,-3.199647540949195935e-04,-2.700106489403788362e-02,6.494514439765394220e-01,2.182800802196131285e-04,-2.530213118532933375e-03,-3.568810944726574785e-02
1.090000000000000080e+00,0.000000000000000000e+00,-7.498567604164550890e-04,-1.785153344487952487e-02,6.387241127012799335e-01,0.000000000000000000e+00,-7.208428457272497009e-04,-2.263881680430617632e-02,7.205269889776624304e-01,2.901391468920538810e-05,-4.787283359426651452e-03,8.180287627638249681e-02
1.100000000000000089e+00,0.000000000000000000e+00,-8.979534306263700118e-04,-1.176780059710345883e-02,5.780224568539333863e-01,0.000000000000000000e+00,-1.121720937359580025e-03,-1.827656871457446902e-02,7.916025339787854387e-01,-2.237675067332100132e-04,-6.508768117471010195e-03,2.135800771248520524e-01
1.110000000000000098e+00,0.000000000000000000e+00,-9.884889591964774944e-04,-6.339305116918035957e-03,5.076766391831510905e-01,0.000000000000000000e+00,-1.109716391847596429e-03,-1.438116406141990399e-02,7.111901202461197169e-01,-1.212274326511189344e-04,-8.041858944501868028e-03,2.035134810629686264e-01
1.120000000000000107e+00,0.000000000000000000e+00,-1.028393791584255451e-03,-1.641661360637555397e-03,4.318521120729450491e-01,0.000000000000000000e+00,-1.097711846335612832e-03,-1.048575940826533895e-02,6.307777065134538841e-01,-6.931805475135738130e-05,-8.844098047627783551e-03,1.989255944405088350e-01
1.130000000000000115e+00,0.000000000000000000e+00,-1.025159724726552521e-03,2.288474732178141444e-03,3.541751064901943469e-01,0.000000000000000000e+00,-1.085707300823629453e-03,-6.590354755110772178e-03,5.503652927807880513e-01,-6.054757609707693208e-05,-8.878829487288913622e-03,1.961901862905937044e-01
1.140000000000000124e+00,0.000000000000000000e+00,-9.864781008647527990e-04,5.447850040181802939e-03,2.776999551105380215e-01,0.000000000000000000e+00,-1.073702755311645857e-03,-2.694950101956207142e-03,4.699528790481223295e-01,-8.722465444689305770e-05,-8.142800142138010080e-03,1.922529239375843080e-01
1.150000000000000133e+00,0.000000000000000000e+00,-9.199345454050094229e-04,7.860861051766872276e-03,2.049022472064757627e-01,0.000000000000000000e+00,-1.061698209799662260e-03,1.200454551198357894e-03,3.895404653154565522e-01,-1.417636643946528375e-04,-6.660406500568514382e-03,1.846382181089807895e-01
1.159999999999999920e+00,0.000000000000000000e+00,-8.327610407520714270e-04,9.573839878820726915e-03,1.376935182042952066e-01,0.000000000000000000e+00,-1.049693664287678881e-03,5.095859204352837929e-03,3.091280515827925512e-01,-2.169326235356074540e-04,-4.477980674467888986e-03,1.714345333784973446e-01
1.169999999999999929e+00,0.000000000000000000e+00,-7.316439746315715493e-04,1.064957334527925036e-02,7.745317508740956480e-02,0.000000000000000000e+00,-1.037689118775695502e-03,8.991263857507404700e-03,2.287156378501267184e-01,-3.060451441441239522e-04,-1.658309487771845656e-03,1.512624627627171536e-01
1.179999999999999938e+00,0.000000000000000000e+00,-6.225850740909784050e-04,1.116220676283937938e-02,2.507350842461619767e-02,0.000000000000000000e+00,-1.025684573263711905e-03,1.288666851066196800e-02,1.483032241174609966e-01,-4.030994991727335003e-04,1.724461747822588625e-03,1.232297156928447990e-01
1.189999999999999947e+00,0.000000000000000000e+00,-5.108108209796643475e-04,1.119264385942343211e-02,-1.898608910780563708e-02,0.000000000000000000e+00,-1.013680027751728309e-03,1.678207316381653824e-02,6.789081038479516383e-02,-5.028692067720639614e-04,5.589429304393106132e-03,8.687689949260080091e-02
1.199999999999999956e+00,0.000000000000000000e+00,-4.007250151056818382e-04,1.082451731537307019e-02,-5.463921970226681690e-02,0.000000000000000000e+00,-1.001675482239744713e-03,2.067747781697110154e-02,-1.252160334787055795e-02,-6.009504671340628202e-04,9.852960501598031356e-03,4.211761635439625895e-02
1.209999999999999964e+00,0.000000000000000000e+00,-2.958985723426133039e-04,1.014077123724063841e-02,-8.210999592421963644e-02,0.000000000000000000e+00,-8.653017049775977437e-04,1.926945779881996529e-02,-3.817768304132242857e-02,-5.694031326349843856e-04,9.128686561579326883e-03,4.393231288289720787e-02
1.219999999999999973e+00,0.000000000000000000e+00,-1.990903754531162624e-04,9.220868140658771209e-03,-1.018706233921536919e-01,0.000000000000000000e+00,-7.289279277154480643e-04,1.786143778066871107e-02,-6.383376273477298080e-02,-5.298375522623318019e-04,8.640569640009939864e-03,3.803686065738071109e-02
1.229999999999999982e+00,0.000000000000000000e+00,-1.122929904228944564e-04,8.138608865385589877e-03,-1.145812316624824634e-01,0.000000000000000000e+00,-5.925541504532983849e-04,1.645341776251745686e-02,-8.948984242822353996e-02,-4.802611600304039149e-04,8.314808897131866980e-03,2.509138923425892342e-02
1.239999999999999991e+00,0.000000000000000000e+00,-3.679727436681316392e-05,6.960534345830666179e-03,-1.210336722485022554e-01,0.000000000000000000e+00,-4.561803731911485971e-04,1.504539774436620611e-02,-1.151459221216740852e-01,-4.193830988243354399e-04,8.084863398535539064e-03,5.887750126828170116e-03
1.250000000000000000e+00,0.000000000000000000e+00,2.672971325064754024e-05,5.744863177661476035e-03,-1.221005613853357596e-01,0.000000000000000000e+00,-3.198065959289989177e-04,1.363737772621495363e-02,-1.408020018151246444e-01,-3.465363091796464477e-04,7.892514548553476728e-03,-1.870144042978888477e-02
1.260000000000000009e+00,0.000000000000000000e+00,7.815857008082765687e-05,4.540908188374547481e-03,-1.186904364720499094e-01,0.000000000000000000e+00,-1.834328186668491298e-04,1.222935770806370115e-02,-1.664580815085751897e-01,-2.615913887476767731e-04,7.688449519689153668e-03,-4.776764503652528027e-02
1.270000000000000018e+00,0.000000000000000000e+00,1.178076528602067650e-04,3.388908367501274575e-03,-1.117095277026046718e-01,0.000000000000000000e+00,-4.705904140469945041e-05,1.082133768991244867e-02,-1.921141612020257627e-01,-1.648666942649062018e-04,7.432429322411174093e-03,-8.040463349942109095e-02
1.280000000000000027e+00,0.000000000000000000e+00,1.463532401951707460e-04,2.320209099491521952e-03,-1.020303258993459083e-01,0.000000000000000000e+00,8.931473585745033743e-05,9.413317671761196187e-03,-2.177702408954763080e-01,-5.703850433772040857e-05,7.093108572269674235e-03,-1.157399149961303997e-01
1.290000000000000036e+00,0.000000000000000000e+00,1.647429016175127215e-04,1.357723184976872711e-03,-9.046685700358392257e-02,0.000000000000000000e+00,2.256885131196001253e-04,8.005297653609943706e-03,-2.434263205889268533e-01,6.094561150208740378e-05,6.647574468633071429e-03,-1.529594635853429307e-01
1.300000000000000044e+00,0.000000000000000000e+00,1.741145531974227730e-04,5.166071310051374927e-04,-7.775635379076312192e-02,0.000000000000000000e+00,3.620622903817496420e-04,6.597277635458691225e-03,-2.690824002823773986e-01,1.879477371843268690e-04,6.080670504453553407e-03,-1.913260464916142767e-01
1.310000000000000053e+00,0.000000000000000000e+00,1.757230445380414657e-04,-1.949088628813989673e-04,-6.454684498654417180e-02,0.000000000000000000e+00,3.605583650618711671e-04,5.247743601969383220e-03,-2.422566008956880956e-01,1.848353205238297014e-04,5.442652464850782079e-03,-1.777097559091439238e-01
1.320000000000000062e+00,0.000000000000000000e+00,1.708755333256466863e-04,-7.745933795975570163e-04,-5.139005835668743194e-02,0.000000000000000000e+00,3.590544397419926379e-04,3.898209568480074348e-03,-2.154308015089987649e-01,1.881789064163459516e-04,4.672802948077631364e-03,-1.640407431523113191e-01
1.330000000000000071e+00,0.000000000000000000e+00,1.608763742294591712e-04,-1.225238439639945998e-03,-3.873895365179035044e-02,0.000000000000000000e+00,3.575505144221141629e-04,2.548675534990766343e-03,-1.886050021223094619e-01,1.966741401926549917e-04,3.773913974630712341e-03,-1.498660484705190976e-01
1.340000000000000080e+00,0.000000000000000000e+00,1.469817870216548722e-04,-1.553679001920913816e-03,-2.694915880440319766e-02,0.000000000000000000e+00,3.560465891022356337e-04,1.199141501501457471e-03,-1.617792027356201312e-01,2.090648020805807616e-04,2.752820503422371071e-03,-1.348300439312169474e-01
1.350000000000000089e+00,0.000000000000000000e+00,1.303641787002825453e-04,-1.769842662353551550e-03,-1.628357328212436117e-02,0.000000000000000000e+00,3.545426637823571587e-04,-1.503925319878505334e-04,-1.349534033489308282e-01,2.241784850820746134e-04,1.619450130365701016e-03,-1.186698300668064671e-01
1.360000000000000098e+00,0.000000000000000000e+00,1.120856772313370852e-04,-1.885857631435540471e-03,-6.919420534273426626e-03,0.000000000000000000e+00,3.530387384624786838e-04,-1.499926565477158538e-03,-1.081276039622415253e-01,2.409530612311415985e-04,3.859310659583819331e-04,-1.012081834279680986e-01
1.370000000000000107e+00,0.000000000000000000e+00,9.308018861455589577e-05,-1.915240091920697094e-03,1.042928437242088280e-03,0.000000000000000000e+00,3.515348131426001546e-04,-2.849460598966466543e-03,-8.130180457555222229e-02,2.584546245280442724e-04,-9.342205070457694494e-04,-8.234473301279431057e-02
1.380000000000000115e+00,0.000000000000000000e+00,7.414311044337296456e-05,-1.872175542315888822e-03,7.569981483719553927e-03,0.000000000000000000e+00,3.500308878227216796e-04,-4.198994632455776282e-03,-5.447600518886289156e-02,2.758877773793487150e-04,-2.326819090139887677e-03,-6.204598667258244549e-02
1.390000000000000124e+00,0.000000000000000000e+00,5.592771840964445152e-05,-1.770902864429813733e-03,1.268455409349546203e-02,0.000000000000000000e+00,3.485269625028431504e-04,-5.548528665945084287e-03,-2.765020580217358859e-02,2.925992440931987192e-04,-3.777625801515270554e-03,-4.033475989566905062e-02
1.400000000000000133e+00,0.000000000000000000e+00,3.894718054059842678e-05,-1.625204709379391484e-03,1.645507691658897043e-02,0.000000000000000000e+00,3.470230371829646754e-04,-6.898062699434392292e-03,-8.244064154842578596e-04,3.080758566423662487e-04,-5.272857990055000374e-03,-1.727948333207322829e-02
1.409999999999999920e+00,0.000000000000000000e+00,2.358113984411160883e-05,-1.448003429917972323e-03,1.898517897569486357e-02,0.000000000000000000e+00,3.006790387671435605e-04,-6.445330127863963324e-03,8.395126299021173424e-03,2.770978989230319517e-04,-4.997326697945990784e-03,-1.059005267667369014e-02
1.419999999999999929e+00,0.000000000000000000e+00,1.008583162174402558e-05,-1.251058214555544326e-03,2.040386409679072199e-02,0.000000000000000000e+00,2.543350403513214698e-04,-5.992597556293523947e-03,1.761465901352680941e-02,2.442492087295774442e-04,-4.741539341737979404e-03,-2.789205083263912588e-03
1.429999999999999938e+00,0.000000000000000000e+00,-1.393240884534939983e-06,-1.044756286700248595e-03,2.085652147426843295e-02,0.000000000000000000e+00,2.079910419354993249e-04,-5.539864984723084571e-03,2.683419172803244712e-02,2.093842828200342780e-04,-4.495108698022835976e-03,5.977670253764014174e-03
1.439999999999999947e+00,0.000000000000000000e+00,-1.080696722312753800e-05,-8.379889810182711892e-04,2.049693966212705332e-02,0.000000000000000000e+00,1.616470435196772071e-04,-5.087132413152645194e-03,3.605372444253808484e-02,1.724540107428047570e-04,-4.249143432134373788e-03,1.555678478041103152e-02
1.449999999999999956e+00,0.000000000000000000e+00,-1.818742283442963053e-05,-6.381021412421473017e-04,1.948042829309772073e-02,0.000000000000000000e+00,1.153030451038550893e-04,-4.634399841582205817e-03,4.527325715704372255e-02,1.334904679382847164e-04,-3.996297700340058733e-03,2.579282886394600183e-02
1.459999999999999964e+00,0.000000000000000000e+00,-2.363248117478276432e-05,-4.509095268284794844e-04,1.795809458963583405e-02,0.000000000000000000e+00,6.895904668803294439e-05,-4.181667270011766441e-03,5.449278987154935333e-02,9.259152786281570871e-05,-3.730757743183286956e-03,3.653469528191351928e-02
1.469999999999999973e+00,0.000000000000000000e+00,-2.729081725598489613e-05,-2.807576894119469322e-04,1.607227289367067768e-02,0.000000000000000000e+00,2.261504827221085369e-05,-3.728934698441327932e-03,6.371232258605499799e-02,4.990586552819574982e-05,-3.448177009029381162e-03,4.764004969238432030e-02
1.479999999999999982e+00,0.000000000000000000e+00,-2.934776069661504860e-05,-1.306309987140835617e-04,1.395306524590199382e-02,0.000000000000000000e+00,-2.372895014361129122e-05,-3.276202126870888555e-03,7.293185530056063570e-02,5.618810553003757385e-06,-3.145571128156804831e-03,5.897879005465864188e-02
1.489999999999999991e+00,0.000000000000000000e+00,-3.001234606799370615e-05,-2.286075561647919838e-06,1.171591938458513282e-02,0.000000000000000000e+00,-7.007294855943343613e-05,-2.823469555300449178e-03,8.215138801506625954e-02,-4.006060249143973337e-05,-2.821183479738801313e-03,7.043546863048112672e-02
1.500000000000000000e+00,0.000000000000000000e+00,-2.950580516346667433e-05,1.035942564670542837e-04,9.460147021155308755e-03,0.000000000000000000e+00,-1.164169469752556081e-04,-2.370736983730009802e-03,9.137092072957189726e-02,-8.691114181178893720e-05,-2.474331240197064248e-03,8.191077370841659544e-02
1.510000000000000009e+00,0.000000000000000000e+00,-2.805165219125673926e-05,1.872363379749327026e-04,7.268269280420375233e-03,0.000000000000000000e+00,-1.167805949499349836e-04,-1.903862546477595253e-03,8.243422532870581243e-02,-8.872894275867824771e-05,-2.091098884452528145e-03,7.516595604828543720e-02
1.520000000000000018e+00,0.000000000000000000e+00,-2.586743040443477401e-05,2.496080193894603737e-04,5.206067002485159634e-03,0.000000000000000000e+00,-1.171442429246143590e-04,-1.436988109225180704e-03,7.349752992783971373e-02,-9.127681252017958162e-05,-1.686596128614641131e-03,6.829146292535455409e-02
1.530000000000000027e+00,0.000000000000000000e+00,-2.315811827737554514e-05,2.922544060223854559e-04,3.323210324099851176e-03,0.000000000000000000e+00,-1.175078908992937209e-04,-9.701136719727661544e-04,6.456083452697362890e-02,-9.434977262191817239e-05,-1.262368077995151610e-03,6.123762420287377772e-02
1.540000000000000036e+00,0.000000000000000000e+00,-2.011113536740761904e-05,3.171421759711997635e-04,1.654343665663013385e-03,0.000000000000000000e+00,-1.178715388739730964e-04,-5.032392347203518222e-04,5.562413912610753713e-02,-9.776040350656548070e-05,-8.203814106915515315e-04,5.396979546044452375e-02
1.550000000000000044e+00,0.000000000000000000e+00,-1.689284231579363572e-05,3.265164343515969013e-04,2.205080104164119925e-04,0.000000000000000000e+00,-1.182351868486524718e-04,-3.636479746793727305e-05,4.668744372524144537e-02,-1.013423445328588327e-04,-3.628812318195341743e-04,4.646693571482503338e-02
1.560000000000000053e+00,0.000000000000000000e+00,-1.364639549050805360e-05,3.227729307055196301e-04,-9.692087396318688208e-04,0.000000000000000000e+00,-1.185988348233318472e-04,4.305096397844774929e-04,3.775074832437535360e-02,-1.049524393328237902e-04,1.077367090789578628e-04,3.871995706400722242e-02
1.570000000000000062e+00,0.000000000000000000e+00,-1.049079368630873564e-05,3.083474301343438811e-04,-1.915891374603281849e-03,0.000000000000000000e+00,-1.189624827980112227e-04,8.973840770368918252e-04,2.881405292350926184e-02,-1.084716891117024870e-04,5.890366469025479440e-04,3.072994429811254369e-02
1.580000000000000071e+00,0.000000000000000000e+00,-7.520940977932829923e-06,2.856231115408373162e-04,-2.628972344098035041e-03,0.000000000000000000e+00,-1.193261307726905846e-04,1.364258514289306157e-03,1.987735752264317701e-02,-1.118051897947577546e-04,1.078635402748468787e-03,2.250632986674121205e-02
1.590000000000000080e+00,0.000000000000000000e+00,-4.808545022117163129e-06,2.568560796222960291e-04,-3.124434039610227143e-03,0.000000000000000000e+00,-1.196897787473699600e-04,1.831132951541720490e-03,1.094066212177707831e-02,-1.148812337252528020e-04,1.574276871919424569e-03,1.406509616138730545e-02
1.600000000000000089e+00,0.000000000000000000e+00,-2.403672495655216646e-06,2.241184256700932335e-04,-3.423096750830328938e-03,0.000000000000000000e+00,-1.200534267220493354e-04,2.298007388794135256e-03,2.003966720910993482e-03,-1.176497542263941196e-04,2.073888963124042185e-03,5.427063471741322420e-03
1.610000000000000098e+00,0.000000000000000000e+00,-3.367915925638182614e-07,1.892577549481865061e-04,-3.549037393551016106e-03,0.000000000000000000e+00,-1.043208168444999625e-04,2.153058108586295566e-03,-1.295812227427996059e-03,-1.039840252519361478e-04,1.963800353638109168e-03,2.253225166123020047e-03
1.620000000000000107e+00,0.000000000000000000e+00,1.378855732307996826e-06,1.538717100261765571e-04,-3.528171590850975869e-03,0.000000000000000000e+00,-8.858820696695058955e-05,2.008108828378456310e-03,-4.595591175766985600e-03,-8.996706269925858722e-05,1.854237118352279699e-03,-1.067419584916009731e-03
1.630000000000000115e+00,0.000000000000000000e+00,2.744693037121246203e-06,1.192957509364733250e-04,-3.387020227089670987e-03,0.000000000000000000e+00,-7.285559708940120304e-05,1.863159548170616620e-03,-7.895370124105976009e-03,-7.560029012652245094e-05,1.743863797234143295e-03,-4.508349897016305022e-03
1.640000000000000124e+00,0.000000000000000000e+00,3.774183255719628326e-06,8.660229278320311324e-05,-3.151671403564371143e-03,0.000000000000000000e+00,-5.712298721185183009e-05,1.718210267962776931e-03,-1.119514907244496468e-02,-6.089717046757145842e-05,1.631607975179573790e-03,-8.043477668880593540e-03
1.650000000000000133e+00,0.000000000000000000e+00,4.490240899959261462e-06,5.660923606472351394e-05,-2.846939940131548719e-03,0.000000000000000000e+00,-4.139037733430244359e-05,1.573260987754937458e-03,-1.449492802078395509e-02,-4.588061823426170505e-05,1.516651751690213917e-03,-1.164798808065240637e-02
1.660000000000000142e+00,0.000000000000000000e+00,4.922766780845810567e-06,2.989594011258631044e-05,-2.495719250295892061e-03,0.000000000000000000e+00,-2.565776745675307064e-05,1.428311707547097985e-03,-1.779470696912294550e-02,-3.058053423759888375e-05,1.398415767434511630e-03,-1.529898771882705344e-02
1.669999999999999929e+00,0.000000000000000000e+00,5.106370336528094449e-06,6.824771023870465999e-06,-2.118514567447276828e-03,0.000000000000000000e+00,-9.925157579204036502e-06,1.283362427339261548e-03,-2.109448591746185958e-02,-1.503152791573213095e-05,1.276537656315391038e-03,-1.897597135001458102e-02
1.679999999999999938e+00,0.000000000000000000e+00,5.078326630957799000e-06,-1.243351213792955252e-05,-1.733142064912727119e-03,0.000000000000000000e+00,5.807452298345350001e-06,1.138413147131422075e-03,-2.439426486580084999e-02,7.291256673875510014e-07,1.150846659269351641e-03,-2.266112280088812200e-02
1.689999999999999947e+00,0.000000000000000000e+00,4.876798575466579695e-06,-2.787209896031430509e-05,-1.354575299564223477e-03,0.000000000000000000e+00,2.154006217589470940e-05,9.934638669235823852e-04,-2.769404381413984040e-02,1.666326360042812970e-05,1.021335965883896687e-03,-2.633946851457561605e-02
1.699999999999999956e+00,0.000000000000000000e+00,4.539340240998831587e-06,-3.961956793323531309e-05,-9.949184950199781510e-04,0.000000000000000000e+00,3.727267205344409590e-05,8.485145867157429123e-04,-3.099382276247882734e-02,3.273333181244526347e-05,8.881341546489782525e-04,-2.999890426745885005e-02
1.709999999999999964e+00,0.000000000000000000e+00,4.101684466226839049e-06,-4.791158702116320113e-05,-6.634853225656002149e-04,0.000000000000000000e+00,3.769301683498741052e-05,6.872185650034543609e-04,-2.802097864422895337e-02,3.359133236876056977e-05,7.351301520246175756e-04,-2.735749332166335229e-02
1.719999999999999973e+00,0.000000000000000000e+00,3.596807415938820321e-06,-5.306382303644054457e-05,-3.669618804898683653e-04,0.000000000000000000e+00,3.811336161653038632e-05,5.259225432911655927e-04,-2.504813452597893370e-02,3.451655420059156600e-05,5.789863663276061372e-04,-2.468117264548906620e-02
1.729999999999999982e+00,0.000000000000000000e+00,3.054254304664647237e-06,-5.544679921839407220e-05,-1.096333559008370526e-04,0.000000000000000000e+00,3.853370639807335535e-05,3.646265215788766618e-04,-2.207529040772891749e-02,3.547945209340870642e-05,4.200733207972707204e-04,-2.196565705182807957e-02
1.739999999999999991e+00,0.000000000000000000e+00,2.499704098092824871e-06,-5.546324209597039423e-05,1.063447803855725390e-04,0.000000000000000000e+00,3.895405117961633115e-05,2.033304998665878393e-04,-1.910244628947890128e-02,3.645434708152350882e-05,2.587937419625582335e-04,-1.920879106986447468e-02
1.750000000000000000e+00,0.000000000000000000e+00,1.954746506544160258e-06,-5.352827621376253509e-05,2.806483960559992899e-04,0.000000000000000000e+00,3.937439596115930018e-05,4.203447815429896262e-05,-1.612960217122888160e-02,3.741964945461514331e-05,9.556275436806149770e-05,-1.641025056728488002e-02
1.760000000000000009e+00,0.000000000000000000e+00,1.436841814159331989e-06,-5.005266226320312720e-05,4.144743940558822878e-04,0.000000000000000000e+00,3.979474074270227598e-05,-1.192615435579899141e-04,-1.315675805297886539e-02,3.835789892854294335e-05,-6.920888129478678687e-05,-1.357123244703474854e-02
1.770000000000000018e+00,0.000000000000000000e+00,9.594328383835564044e-07,-4.542913289195198129e-05,5.102314801943468384e-04,0.000000000000000000e+00,4.021508552424524500e-05,-2.805575652702787907e-04,-1.018391393472884571e-02,3.925565268586168606e-05,-2.351284323783268027e-04,-1.069414541492319168e-02
1.780000000000000027e+00,0.000000000000000000e+00,5.321783634030995211e-07,-4.002176210413939367e-05,5.712426773681706857e-04,0.000000000000000000e+00,4.063543030578822081e-05,-4.418535869825676674e-04,-7.211069816478829497e-03,4.010325194238511853e-05,-4.018318248784282670e-04,-7.782312493847000183e-03
1.790000000000000036e+00,0.000000000000000000e+00,1.612785086509702440e-07,-3.415820884628646345e-05,6.014679742024154133e-04,0.000000000000000000e+00,4.105577508733118983e-05,-6.031496086948565441e-04,-4.238225698228813287e-03,4.089449657868021959e-05,-5.689913998485700806e-04,-4.839693672431228701e-03
1.800000000000000044e+00,0.000000000000000000e+00,-1.501355475778579863e-07,-2.812460239947918344e-05,6.052533151590403990e-04,0.000000000000000000e+00,4.147611986887416564e-05,-7.644456304071454208e-04,-1.265381579978797078e-03,4.162625541645202415e-05,-7.363210280076662407e-04,-1.870634895137837476e-03
1.810000000000000053e+00,0.000000000000000000e+00,-4.015724856081718035e-07,-2.216278520658358000e-05,5.871101234200806415e-04,0.000000000000000000e+00,3.614090037803745003e-05,-7.182608941424505891e-04,-8.861053868914063776e-05,3.654247286364562279e-05,-6.960981089358669752e-04,-6.757206621092212793e-04
